,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,336184,336184.0,336184.0,336184.0,264583.0,336172.0,0.0,0.0,0.0,306101.0,0.0,0.0,0.0,336172.0,336172.0,336172.0,0.0,336172.0,336172.0,336184.0,336184.0,336184.0,336184.0,336184.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,336184,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717601776123047,-95.34136962890625,1428577200.0651429,186.62794494628906,68.43682861328125,,,,30.13349151611328,,,,69.34271240234375,153.72164916992188,10.577823638916016,,-3.3123466182197023,3.194450454170418,8.70510494253147,99.07652654498727,16.275114223163506,3.762582395354925,2015.0
std,,0.0,0.0,3117650.2404156397,58.039981842041016,18.23743438720703,,,,15.523574829101562,,,,10.524823188781738,88.37966918945312,4.3028130531311035,,8.612418928171472,5.9207191338118905,8.876288153493684,36.08587654663153,8.488800575203136,1.1981528033910134,0.0
min,,29.717599868774414,-95.34140014648438,1420070400.0,-47.560001373291016,13.121999740600586,,,,-0.3619999885559082,,,,33.279998779296875,0.0,0.0,,-31.43845420818269,-36.93384660006053,0.0,1.0,1.0,1.0,2015.0
25%,,29.717599868774414,-95.34140014648438,1426387800.0,145.37399291992188,56.9630012512207,,,,19.339000701904297,,,,65.20500183105469,114.0,7.724999904632568,,-9.458202500435798,0.0,2.0,74.0,9.0,3.0,2015.0
50%,,29.717599868774414,-95.34140014648438,1429162200.0,174.56100463867188,72.9990005493164,,,,27.56599998474121,,,,71.92400360107422,150.0,10.138999938964844,,-5.818696335646798,3.5474517729630235,5.0,106.0,17.0,4.0,2015.0
75%,,29.717599868774414,-95.34140014648438,1431216000.0,216.06399536132812,82.5250015258789,,,,39.20800018310547,,,,77.1240005493164,180.0,13.206000328063965,,4.21932228784487,7.136531364059364,21.0,130.0,24.0,5.0,2015.0
max,,29.717599868774414,-95.34140014648438,1433043300.0,708.8989868164062,93.77200317382812,,,,192.3679962158203,,,,87.55699920654297,359.0,39.41400146484375,,39.19808598404512,27.377297930206176,23.0,151.0,31.0,5.0,2015.0
