,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,25783,25783.0,25783.0,25783.0,20654.0,25760.0,0.0,0.0,0.0,24518.0,0.0,0.0,0.0,25760.0,25760.0,25760.0,0.0,25760.0,25760.0,25783.0,25783.0,25783.0,25783.0,25783.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,25783,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717594146728516,-95.3414077758789,1491173082.8724353,178.62973022460938,60.09212875366211,,,,39.01970672607422,,,,72.67980194091797,178.5482177734375,11.74355697631836,,-6.158065346359133,2.8682709310724994,11.220338983050848,92.46119536128457,2.461195361284567,4.0,2017.0
std,,0.0,0.0,97417.74805148534,49.38605499267578,18.855915069580078,,,,11.665172576904297,,,,5.7984232902526855,69.80773162841797,4.816650390625,,6.001718819267945,8.885124668590958,6.795508306289226,1.1073573242366967,1.1073573242366967,0.0,0.0
min,,29.717599868774414,-95.34140014648438,1491004800.0,38.4370002746582,14.53600025177002,,,,13.543000221252441,,,,59.91299819946289,0.0,0.0,,-23.1714177594352,-22.071500277019414,0.0,91.0,1.0,4.0,2017.0
25%,,29.717599868774414,-95.34140014648438,1491088800.0,143.40899658203125,53.89449882507324,,,,29.695999145507812,,,,67.8707504272461,126.0,8.309999942779541,,-8.743380255769308,-3.2525829474981887,5.0,91.0,1.0,4.0,2017.0
50%,,29.717599868774414,-95.34140014648438,1491172800.0,161.17599487304688,63.137001037597656,,,,40.63949966430664,,,,72.84400177001953,163.5,11.59499979019165,,-6.580184661710642,2.418184057400734,11.0,92.0,2.0,4.0,2017.0
75%,,29.717599868774414,-95.34140014648438,1491257700.0,195.6060028076172,74.12099838256836,,,,47.9370002746582,,,,76.00374984741211,235.0,15.174749851226807,,-3.840830557998016,10.488985885489644,17.0,93.0,3.0,4.0,2017.0
max,,29.717599868774414,-95.34140014648438,1491341700.0,359.2130126953125,87.4469985961914,,,,63.52899932861328,,,,85.25900268554688,359.0,25.280000686645508,,13.708126479119914,22.596413892865108,23.0,94.0,4.0,4.0,2017.0
