,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,407433,407433.0,407433.0,407433.0,321858.0,407084.0,0.0,0.0,0.0,392701.0,0.0,0.0,0.0,407084.0,407084.0,407084.0,0.0,407084.0,407084.0,407433.0,407433.0,407433.0,407433.0,407433.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,407433,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717609405517578,-95.34136199951172,1459679897.8057742,213.5044403076172,66.14734649658203,,,,30.00440216064453,,,,67.41554260253906,150.05267333984375,10.0040922164917,,-1.6011118542604137,1.9491716246868307,12.89048506134751,93.88706609430263,15.158148701749736,3.600137936789607,2016.0
std,,0.0,0.0,2925572.6184535306,82.22069549560547,20.93661117553711,,,,14.505736351013184,,,,8.843179702758789,98.05010986328125,5.161629676818848,,8.96578112359957,6.322692144185074,3.7386392026545208,33.859771577366985,8.459929872008669,1.1700199365091608,0.0
min,,29.717599868774414,-95.34140014648438,1451631600.0,1.559000015258789,9.977999687194824,,,,-0.6539999842643738,,,,36.00899887084961,0.0,0.0,,-35.74361772434056,-28.166253048717106,7.0,1.0,1.0,1.0,2016.0
25%,,29.717599868774414,-95.34140014648438,1457601600.0,163.7519989013672,51.83399963378906,,,,19.985000610351562,,,,63.03900146484375,64.0,6.2170000076293945,,-8.187584054985939,-1.5133061423313765,10.0,70.0,8.0,3.0,2016.0
50%,,29.717599868774414,-95.34140014648438,1460281200.0,191.8769989013672,69.78099822998047,,,,29.555999755859375,,,,68.76499938964844,150.0,9.241999626159668,,-2.018347441730619,2.260474237433828,13.0,101.0,15.0,4.0,2016.0
75%,,29.717599868774414,-95.34140014648438,1462126500.0,235.49899291992188,85.16200256347656,,,,39.332000732421875,,,,73.68800354003906,208.0,13.08899974822998,,5.258313117358915,5.607390516433863,16.0,122.0,22.0,5.0,2016.0
max,,29.717599868774414,-95.34140014648438,1463860500.0,1000.0,93.79499816894531,,,,92.75199890136719,,,,87.54900360107422,359.0,40.11600112915039,,24.774534935519057,25.483507594720287,19.0,142.0,31.0,5.0,2016.0
