,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,15769,15769.0,15769.0,15769.0,14553.0,14144.0,15495.0,15495.0,15495.0,15769.0,11654.0,15123.0,15764.0,15764.0,15764.0,15764.0,0.0,15764.0,15764.0,15769.0,15769.0,15769.0,15769.0,15769.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,15769,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.68639373779297,-95.29472351074219,1245787181.1275287,75.6443862915039,51.0066032409668,0.7343600988388062,-0.29753100872039795,0.42158305644989014,51.271751403808594,10.89709186553955,2.2052955627441406,0.6171191334724426,77.3127670288086,162.06228637695312,6.942965030670166,,-2.2728307190034194,1.4687353675543107,16.03354683239267,174.1459192085738,15.631618999302429,6.241296214090938,2009.0
std,,0.0,0.0,7977083.078001071,63.845970153808594,16.80413818359375,1.000123143196106,5.7001953125,6.181283473968506,11.627242088317871,6.805385589599609,3.4565794467926025,0.46718427538871765,9.7868013381958,86.81587219238281,3.0067458152770996,,5.585038236973387,4.328080631793631,6.974582639941542,92.29560467765856,9.15934076559046,3.037279658858428,0.0
min,,29.686389923095703,-95.29472351074219,1231366200.0,-133.86814880371094,5.420000076293945,-1.95878005027771,-13.641639709472656,-13.259420394897461,40.003509521484375,0.06289999932050705,-3.05826997756958,-0.00839999970048666,44.20000076293945,0.0,0.10000000149011612,,-18.68253446068412,-17.943149943948765,0.0,7.0,1.0,1.0,2009.0
25%,,29.686389923095703,-95.29472351074219,1238988600.0,34.88539123535156,39.54999923706055,0.14809000492095947,-3.9842400550842285,-3.4910099506378174,43.02716064453125,6.307325124740601,0.619979977607727,0.1377749964594841,70.4000015258789,113.80000305175781,4.699999809265137,,-6.091968576187316,-1.3023819122193616,16.0,96.0,6.0,4.0,2009.0
50%,,29.686389923095703,-95.29472351074219,1244242200.0,71.40601348876953,51.43000030517578,0.5472400188446045,-0.9050499796867371,-0.32888999581336975,47.804378509521484,9.839149951934814,1.1045399904251099,0.6168500185012817,76.5,151.9499969482422,6.599999904632568,,-3.1328608334973653,2.186369284238064,19.0,156.0,17.0,6.0,2009.0
75%,,29.686389923095703,-95.29472351074219,1252344900.0,109.63983154296875,62.392499923706055,1.0695500373840332,2.513309955596924,3.3171699047088623,55.67832946777344,13.91029977798462,2.195050001144409,1.0301499962806702,85.0,201.5250015258789,8.899999618530273,,1.9118556266181015,4.422071123833964,21.0,250.0,23.0,9.0,2009.0
max,,29.686389923095703,-95.29472351074219,1262296800.0,780.6287231445312,93.7699966430664,14.775219917297363,38.50720977783203,46.79204177856445,158.81715393066406,88.78399658203125,51.0594482421875,1.7008999586105347,100.69999694824219,359.8999938964844,24.600000381469727,,23.4484904277065,13.215347511213956,23.0,365.0,31.0,12.0,2009.0
