,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,312242,312242.0,312242.0,312242.0,0.0,312242.0,0.0,311060.0,311060.0,291990.0,293249.0,292039.0,312242.0,312242.0,312242.0,312242.0,0.0,312242.0,312242.0,312242.0,312242.0,312242.0,312242.0,312242.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0416,,,,,,,,,,,,,,,,,,,,,,,
freq,312242,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.686397552490234,-95.29468536376953,1459645172.1677418,,69.20242309570312,,10.068103790283203,12.983968734741211,31.032726287841797,10.070357322692871,0.11243052035570145,0.11127588152885437,70.43696594238281,164.9786834716797,5.898972034454346,,-1.822389321552907,1.1053733725556025,8.77196533458023,93.65676622619635,15.188318675898822,3.592072815316325,2016.0
std,,0.0,0.0,2901202.539943247,,20.303791046142578,,8.715590476989746,15.426254272460938,15.2278470993042,8.292285919189453,0.7962095141410828,0.21766719222068787,8.181342124938965,92.63421630859375,3.111198663711548,,5.282497571535734,3.4684016199505496,8.905443902855732,33.58407987456144,8.477478000547128,1.1607810867237653,0.0
min,,29.686389923095703,-95.29472351074219,1451606400.0,,12.880000114440918,,0.39291998744010925,-0.19616000354290009,0.28711000084877014,-0.040699999779462814,-1.2239099740982056,0.0003800000122282654,41.20000076293945,0.0,0.10000000149011612,,-19.638029122178413,-17.191794909097553,0.0,1.0,1.0,1.0,2016.0
25%,,29.686389923095703,-95.29472351074219,1457587500.0,,56.31999969482422,,4.327760219573975,5.182640075683594,21.00189971923828,6.50570011138916,-0.2978399991989136,0.0012499999720603228,66.19999694824219,113.4000015258789,3.5999999046325684,,-5.594670040858404,-0.8104026888810685,2.0,70.0,8.0,3.0,2016.0
50%,,29.686389923095703,-95.29472351074219,1460163900.0,,74.23999786376953,,6.990660190582275,8.468259811401367,31.02589988708496,9.078399658203125,-0.06618999689817429,0.0013800000306218863,71.5999984741211,163.89999389648438,5.599999904632568,,-2.4171382240010466,0.8134592182092011,5.0,100.0,15.0,4.0,2016.0
75%,,29.686389923095703,-95.29472351074219,1462081200.0,,86.11000061035156,,12.626999855041504,14.52810001373291,38.9989013671875,12.552300453186035,0.3269200026988983,0.09538000077009201,75.9000015258789,203.5,7.900000095367432,,2.0983155060162497,2.9698486162493167,21.0,122.0,22.0,5.0,2016.0
max,,29.686389923095703,-95.29472351074219,1463884800.0,,99.7300033569336,,54.631900787353516,198.8719940185547,127.93199920654297,676.177001953125,13.148799896240234,1.1768800020217896,87.80000305175781,359.8999938964844,26.100000381469727,,14.44337606125963,16.698883262387707,23.0,143.0,31.0,5.0,2016.0
