,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,86424,86424.0,86424.0,86424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86424.0,86424.0,86424.0,86424.0,86424.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,86424,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.717592239379883,-95.34142303466797,1028210321.4801444,,,,,,,,,,,,,,,,13.0,213.0216606498195,15.870036101083032,7.507220216606498,2002.0
std,,0.0,0.0,8670508.841223672,,,,,,,,,,,,,,,,3.7416790340585946,100.35298977076593,8.853107820721329,3.282306846037597,0.0
min,,29.717599868774414,-95.34140014648438,1009868400.0,,,,,,,,,,,,,,,,7.0,1.0,1.0,1.0,2002.0
25%,,29.717599868774414,-95.34140014648438,1021814925.0,,,,,,,,,,,,,,,,10.0,139.0,8.0,5.0,2002.0
50%,,29.717599868774414,-95.34140014648438,1029418050.0,,,,,,,,,,,,,,,,13.0,227.0,16.0,8.0,2002.0
75%,,29.717599868774414,-95.34140014648438,1035391275.0,,,,,,,,,,,,,,,,16.0,296.0,24.0,10.0,2002.0
max,,29.717599868774414,-95.34140014648438,1041364500.0,,,,,,,,,,,,,,,,19.0,365.0,31.0,12.0,2002.0
