,AQS_Code,Latitude,Longitude,epoch,co,humid,no,no2,nox,o3,pm25,so2,solar,temp,winddir,windspd,dew,wind_x_dir,wind_y_dir,hour,day_of_year,day,month,year
count,61632,61632.0,61632.0,61632.0,43272.0,61460.0,0.0,0.0,0.0,57123.0,0.0,0.0,0.0,61460.0,60135.0,60137.0,0.0,60135.0,60135.0,61632.0,61632.0,61632.0,61632.0,61632.0
unique,1,,,,,,,,,,,,,,,,,,,,,,,
top,48_201_0695,,,,,,,,,,,,,,,,,,,,,,,
freq,61632,,,,,,,,,,,,,,,,,,,,,,,
mean,,29.71759605407715,-95.34142303466797,1374019050.0,166.859375,65.23898315429688,,,,28.36382484436035,,,,77.71612548828125,153.29664611816406,8.112407684326172,,-3.6175298851324103,1.3710916207160502,11.5,197.5,15.789719626168225,7.009345794392523,2013.0
std,,0.0,0.0,5337531.0696987985,83.43092346191406,17.461774826049805,,,,16.41263771057129,,,,8.887791633605957,81.39482879638672,4.800462245941162,,7.168985276737108,4.74327202915932,6.922242710521599,61.77630549773006,8.827476209691033,1.997656529806695,0.0
min,,29.717599868774414,-95.34140014648438,1364774400.0,21.524999618530273,16.003000259399414,,,,-2.1470000743865967,,,,42.819000244140625,0.0,0.0,,-42.818456293217785,-33.295935480152444,0.0,91.0,1.0,4.0,2013.0
25%,,29.717599868774414,-95.34140014648438,1369396725.0,115.55974769592285,52.65374946594238,,,,16.32100009918213,,,,73.55574989318848,100.0,4.823999881744385,,-8.383778905619328,-1.3611921857616942,5.75,144.0,8.0,5.0,2013.0
50%,,29.717599868774414,-95.34140014648438,1374019050.0,150.65450286865234,68.73699951171875,,,,25.98699951171875,,,,78.79100036621094,164.0,7.814000129699707,,-3.767038809765089,0.9501592855906448,11.5,197.5,16.0,7.0,2013.0
75%,,29.717599868774414,-95.34140014648438,1378641375.0,190.0917510986328,79.88800048828125,,,,38.257999420166016,,,,83.14424705505371,195.0,11.107999801635742,,0.22449742082516908,4.4754116778953605,17.25,251.0,23.0,9.0,2013.0
max,,29.717599868774414,-95.34140014648438,1383263700.0,2688.889892578125,93.44100189208984,,,,112.322998046875,,,,102.84400177001953,359.0,43.479000091552734,,27.5842434402082,23.01356626245929,23.0,304.0,31.0,10.0,2013.0
